Frame: 5, ID: 2 Class: motion, Coor: 607,239,663,326
Frame: 25, ID: 7 Class: motion, Coor: 359,176,458,317
Frame: 26, ID: 6 Class: motion, Coor: 648,254,735,370
Frame: 26, ID: 7 Class: motion, Coor: 359,176,454,314
Frame: 27, ID: 6 Class: motion, Coor: 642,253,728,368
Frame: 27, ID: 7 Class: motion, Coor: 358,175,451,312
Frame: 28, ID: 6 Class: motion, Coor: 635,252,722,368
Frame: 28, ID: 7 Class: motion, Coor: 360,174,451,310
Frame: 29, ID: 6 Class: motion, Coor: 628,250,714,364
Frame: 29, ID: 7 Class: motion, Coor: 358,176,443,307
Frame: 30, ID: 6 Class: motion, Coor: 622,246,708,362
Frame: 30, ID: 7 Class: motion, Coor: 358,176,439,305
Frame: 31, ID: 6 Class: motion, Coor: 616,244,702,359
Frame: 31, ID: 7 Class: motion, Coor: 360,177,437,301
Frame: 32, ID: 6 Class: motion, Coor: 611,245,695,357
Frame: 32, ID: 7 Class: motion, Coor: 362,177,435,298
Frame: 33, ID: 6 Class: motion, Coor: 606,245,689,356
Frame: 33, ID: 7 Class: motion, Coor: 363,177,434,297
Frame: 34, ID: 6 Class: motion, Coor: 599,243,682,354
Frame: 34, ID: 7 Class: motion, Coor: 364,177,433,295
Frame: 35, ID: 6 Class: motion, Coor: 594,241,675,351
Frame: 35, ID: 7 Class: motion, Coor: 366,177,432,291
Frame: 36, ID: 6 Class: motion, Coor: 592,239,672,347
Frame: 36, ID: 7 Class: motion, Coor: 371,179,436,288
Frame: 37, ID: 6 Class: motion, Coor: 587,238,664,344
Frame: 37, ID: 7 Class: motion, Coor: 375,178,440,286
Frame: 38, ID: 6 Class: motion, Coor: 582,237,658,342
Frame: 38, ID: 7 Class: motion, Coor: 379,180,443,283
Frame: 39, ID: 6 Class: motion, Coor: 575,232,652,340
Frame: 39, ID: 7 Class: motion, Coor: 383,181,446,280
Frame: 40, ID: 6 Class: motion, Coor: 566,231,643,337
Frame: 40, ID: 7 Class: motion, Coor: 386,178,453,277
Frame: 41, ID: 6 Class: motion, Coor: 559,230,636,336
Frame: 41, ID: 7 Class: motion, Coor: 388,176,457,275
Frame: 42, ID: 6 Class: motion, Coor: 554,227,632,334
Frame: 42, ID: 7 Class: motion, Coor: 390,176,461,273
Frame: 43, ID: 6 Class: motion, Coor: 551,224,627,330
Frame: 43, ID: 7 Class: motion, Coor: 392,180,461,270
Frame: 43, ID: 9 Class: motion, Coor: 729,285,766,391
Frame: 44, ID: 6 Class: motion, Coor: 546,222,621,326
Frame: 44, ID: 7 Class: motion, Coor: 393,181,462,268
Frame: 44, ID: 9 Class: motion, Coor: 723,275,764,391
Frame: 45, ID: 6 Class: motion, Coor: 537,221,613,324
Frame: 45, ID: 7 Class: motion, Coor: 392,182,463,267
Frame: 45, ID: 9 Class: motion, Coor: 718,271,761,391
Frame: 46, ID: 6 Class: motion, Coor: 532,221,608,323
Frame: 46, ID: 7 Class: motion, Coor: 391,182,464,266
Frame: 46, ID: 9 Class: motion, Coor: 713,268,758,390
Frame: 47, ID: 6 Class: motion, Coor: 527,218,605,321
Frame: 47, ID: 7 Class: motion, Coor: 389,182,463,265
Frame: 47, ID: 9 Class: motion, Coor: 702,265,748,390
Frame: 48, ID: 6 Class: motion, Coor: 517,216,596,318
Frame: 48, ID: 7 Class: motion, Coor: 386,179,465,265
Frame: 48, ID: 9 Class: motion, Coor: 694,260,739,385
Frame: 49, ID: 6 Class: motion, Coor: 511,213,592,317
Frame: 49, ID: 7 Class: motion, Coor: 384,178,466,265
Frame: 49, ID: 9 Class: motion, Coor: 687,257,731,379
Frame: 50, ID: 6 Class: motion, Coor: 507,213,590,315
Frame: 50, ID: 7 Class: motion, Coor: 382,178,466,265
Frame: 50, ID: 9 Class: motion, Coor: 678,256,721,376
Frame: 51, ID: 6 Class: motion, Coor: 500,211,585,313
Frame: 51, ID: 7 Class: motion, Coor: 377,177,462,265
Frame: 51, ID: 9 Class: motion, Coor: 670,254,714,374
Frame: 52, ID: 6 Class: motion, Coor: 494,209,580,313
Frame: 52, ID: 7 Class: motion, Coor: 375,177,459,264
Frame: 52, ID: 9 Class: motion, Coor: 666,252,709,371
Frame: 53, ID: 6 Class: motion, Coor: 490,208,576,311
Frame: 53, ID: 7 Class: motion, Coor: 373,177,458,265
Frame: 53, ID: 9 Class: motion, Coor: 660,250,703,366
Frame: 54, ID: 6 Class: motion, Coor: 486,208,572,309
Frame: 54, ID: 7 Class: motion, Coor: 368,177,452,266
Frame: 54, ID: 9 Class: motion, Coor: 654,248,696,364
Frame: 55, ID: 4 Class: motion, Coor: 375,178,428,266
Frame: 55, ID: 6 Class: motion, Coor: 481,206,567,307
Frame: 55, ID: 7 Class: motion, Coor: 367,177,450,265
Frame: 55, ID: 9 Class: motion, Coor: 644,247,687,362
Frame: 56, ID: 4 Class: motion, Coor: 374,178,426,266
Frame: 56, ID: 6 Class: motion, Coor: 475,205,563,307
Frame: 56, ID: 9 Class: motion, Coor: 638,246,681,362
Frame: 57, ID: 4 Class: motion, Coor: 375,176,426,267
Frame: 57, ID: 6 Class: motion, Coor: 470,203,557,305
Frame: 57, ID: 9 Class: motion, Coor: 634,244,676,359
Frame: 58, ID: 4 Class: motion, Coor: 376,170,428,267
Frame: 58, ID: 6 Class: motion, Coor: 465,202,553,304
Frame: 58, ID: 9 Class: motion, Coor: 626,240,667,353
Frame: 59, ID: 4 Class: motion, Coor: 373,169,425,267
Frame: 59, ID: 6 Class: motion, Coor: 464,202,550,302
Frame: 59, ID: 9 Class: motion, Coor: 618,237,659,350
Frame: 60, ID: 4 Class: motion, Coor: 368,169,421,267
Frame: 60, ID: 6 Class: motion, Coor: 462,200,549,301
Frame: 60, ID: 9 Class: motion, Coor: 614,236,655,349
Frame: 61, ID: 4 Class: motion, Coor: 363,167,416,266
Frame: 61, ID: 6 Class: motion, Coor: 457,199,543,298
Frame: 61, ID: 9 Class: motion, Coor: 611,231,652,344
Frame: 62, ID: 4 Class: motion, Coor: 358,166,413,266
Frame: 62, ID: 6 Class: motion, Coor: 454,197,538,297
Frame: 62, ID: 9 Class: motion, Coor: 608,228,649,339
Frame: 63, ID: 4 Class: motion, Coor: 356,165,412,265
Frame: 63, ID: 6 Class: motion, Coor: 453,198,536,295
Frame: 63, ID: 7 Class: motion, Coor: 341,168,415,245
Frame: 63, ID: 9 Class: motion, Coor: 606,227,646,337
Frame: 64, ID: 6 Class: motion, Coor: 453,197,534,294
Frame: 64, ID: 7 Class: motion, Coor: 338,168,412,244
Frame: 64, ID: 9 Class: motion, Coor: 603,226,644,336
Frame: 65, ID: 2 Class: motion, Coor: 325,166,368,245
Frame: 65, ID: 6 Class: motion, Coor: 450,194,531,292
Frame: 65, ID: 7 Class: motion, Coor: 335,167,408,242
Frame: 65, ID: 9 Class: motion, Coor: 600,223,641,336
Frame: 66, ID: 2 Class: motion, Coor: 322,166,364,244
Frame: 66, ID: 6 Class: motion, Coor: 448,193,529,290
Frame: 66, ID: 9 Class: motion, Coor: 598,219,638,331
Frame: 67, ID: 2 Class: motion, Coor: 317,167,361,245
Frame: 67, ID: 6 Class: motion, Coor: 446,193,527,289
Frame: 67, ID: 9 Class: motion, Coor: 595,215,635,325
Frame: 68, ID: 2 Class: motion, Coor: 313,167,357,243
Frame: 68, ID: 6 Class: motion, Coor: 446,193,526,286
Frame: 68, ID: 9 Class: motion, Coor: 594,213,633,322
Frame: 69, ID: 2 Class: motion, Coor: 303,170,343,241
Frame: 69, ID: 5 Class: motion, Coor: 371,179,396,223
Frame: 69, ID: 6 Class: motion, Coor: 444,192,522,284
Frame: 69, ID: 9 Class: motion, Coor: 589,212,628,321
Frame: 70, ID: 2 Class: motion, Coor: 295,168,336,242
Frame: 70, ID: 5 Class: motion, Coor: 370,180,395,219
Frame: 70, ID: 6 Class: motion, Coor: 444,193,519,282
Frame: 70, ID: 9 Class: motion, Coor: 587,209,625,318
Frame: 71, ID: 2 Class: motion, Coor: 289,167,332,243
Frame: 71, ID: 5 Class: motion, Coor: 370,180,394,217
Frame: 71, ID: 6 Class: motion, Coor: 444,193,518,281
Frame: 71, ID: 9 Class: motion, Coor: 585,207,622,313
Frame: 72, ID: 2 Class: motion, Coor: 285,168,328,243
Frame: 72, ID: 6 Class: motion, Coor: 444,193,516,278
Frame: 72, ID: 9 Class: motion, Coor: 582,205,620,310
Frame: 73, ID: 2 Class: motion, Coor: 277,167,319,242
Frame: 73, ID: 6 Class: motion, Coor: 443,194,512,274
Frame: 73, ID: 9 Class: motion, Coor: 578,204,616,309
Frame: 74, ID: 2 Class: motion, Coor: 269,172,309,242
Frame: 74, ID: 6 Class: motion, Coor: 443,194,512,273
Frame: 74, ID: 9 Class: motion, Coor: 576,202,613,306
Frame: 75, ID: 2 Class: motion, Coor: 264,172,304,243
Frame: 75, ID: 6 Class: motion, Coor: 440,192,512,273
Frame: 75, ID: 9 Class: motion, Coor: 575,200,611,303
Frame: 76, ID: 2 Class: motion, Coor: 259,173,299,245
Frame: 76, ID: 6 Class: motion, Coor: 438,187,511,270
Frame: 76, ID: 9 Class: motion, Coor: 572,195,609,298
Frame: 77, ID: 2 Class: motion, Coor: 257,175,296,246
Frame: 77, ID: 6 Class: motion, Coor: 438,185,511,268
Frame: 77, ID: 9 Class: motion, Coor: 569,194,606,297
Frame: 77, ID: 12 Class: motion, Coor: 279,63,296,85
Frame: 78, ID: 2 Class: motion, Coor: 253,176,292,247
Frame: 78, ID: 6 Class: motion, Coor: 438,184,511,267
Frame: 78, ID: 9 Class: motion, Coor: 568,193,605,296
Frame: 78, ID: 12 Class: motion, Coor: 277,61,295,84
Frame: 79, ID: 2 Class: motion, Coor: 250,173,290,248
Frame: 79, ID: 6 Class: motion, Coor: 436,178,512,264
Frame: 79, ID: 9 Class: motion, Coor: 567,190,603,291
Frame: 79, ID: 12 Class: motion, Coor: 271,59,292,84
Frame: 80, ID: 2 Class: motion, Coor: 250,176,288,248
Frame: 80, ID: 6 Class: motion, Coor: 436,174,512,262
Frame: 80, ID: 9 Class: motion, Coor: 566,188,602,287
Frame: 80, ID: 12 Class: motion, Coor: 269,58,291,85
Frame: 81, ID: 2 Class: motion, Coor: 249,174,288,249
Frame: 81, ID: 6 Class: motion, Coor: 436,173,510,260
Frame: 81, ID: 9 Class: motion, Coor: 565,187,601,286
Frame: 81, ID: 12 Class: motion, Coor: 267,55,291,86
Frame: 82, ID: 2 Class: motion, Coor: 251,174,289,250
Frame: 82, ID: 6 Class: motion, Coor: 438,171,510,258
Frame: 82, ID: 9 Class: motion, Coor: 564,187,599,285
Frame: 82, ID: 12 Class: motion, Coor: 266,54,290,86
Frame: 83, ID: 2 Class: motion, Coor: 254,178,290,253
Frame: 83, ID: 6 Class: motion, Coor: 440,170,509,255
Frame: 83, ID: 9 Class: motion, Coor: 562,184,598,283
Frame: 83, ID: 12 Class: motion, Coor: 261,51,288,87
Frame: 84, ID: 2 Class: motion, Coor: 257,179,292,253
Frame: 84, ID: 6 Class: motion, Coor: 440,168,509,253
Frame: 84, ID: 9 Class: motion, Coor: 560,181,595,280
Frame: 84, ID: 12 Class: motion, Coor: 260,51,286,86
Frame: 85, ID: 2 Class: motion, Coor: 261,177,296,254
Frame: 85, ID: 6 Class: motion, Coor: 442,166,510,250
Frame: 85, ID: 9 Class: motion, Coor: 560,179,595,275
Frame: 85, ID: 12 Class: motion, Coor: 258,50,284,86
Frame: 86, ID: 2 Class: motion, Coor: 267,178,304,254
Frame: 86, ID: 6 Class: motion, Coor: 445,164,512,248
Frame: 86, ID: 9 Class: motion, Coor: 560,177,595,274
Frame: 86, ID: 12 Class: motion, Coor: 254,50,278,85
Frame: 87, ID: 2 Class: motion, Coor: 269,179,306,257
Frame: 87, ID: 6 Class: motion, Coor: 446,163,513,247
Frame: 87, ID: 9 Class: motion, Coor: 561,175,596,273
Frame: 87, ID: 12 Class: motion, Coor: 251,51,276,87
Frame: 88, ID: 2 Class: motion, Coor: 273,180,309,258
Frame: 88, ID: 6 Class: motion, Coor: 449,162,512,242
Frame: 88, ID: 9 Class: motion, Coor: 562,173,597,270
Frame: 88, ID: 12 Class: motion, Coor: 250,51,275,88
Frame: 89, ID: 2 Class: motion, Coor: 277,182,314,262
Frame: 89, ID: 6 Class: motion, Coor: 451,158,514,239
Frame: 89, ID: 9 Class: motion, Coor: 562,170,597,265
Frame: 89, ID: 12 Class: motion, Coor: 246,52,271,89
Frame: 90, ID: 2 Class: motion, Coor: 283,190,317,265
Frame: 90, ID: 6 Class: motion, Coor: 453,157,515,236
Frame: 90, ID: 9 Class: motion, Coor: 563,169,598,264
Frame: 90, ID: 12 Class: motion, Coor: 244,53,268,89
Frame: 91, ID: 2 Class: motion, Coor: 288,194,321,266
Frame: 91, ID: 6 Class: motion, Coor: 455,157,518,235
Frame: 91, ID: 9 Class: motion, Coor: 564,169,598,263
Frame: 91, ID: 12 Class: motion, Coor: 243,53,267,90
Frame: 92, ID: 2 Class: motion, Coor: 291,196,323,266
Frame: 92, ID: 6 Class: motion, Coor: 457,157,519,235
Frame: 92, ID: 9 Class: motion, Coor: 565,167,599,262
Frame: 92, ID: 12 Class: motion, Coor: 241,53,266,91
Frame: 93, ID: 2 Class: motion, Coor: 297,192,333,269
Frame: 93, ID: 6 Class: motion, Coor: 465,153,528,232
Frame: 93, ID: 9 Class: motion, Coor: 568,164,602,256
Frame: 93, ID: 12 Class: motion, Coor: 237,53,261,91
Frame: 94, ID: 2 Class: motion, Coor: 303,191,340,271
Frame: 94, ID: 6 Class: motion, Coor: 470,152,535,230
Frame: 94, ID: 9 Class: motion, Coor: 569,162,604,253
Frame: 94, ID: 12 Class: motion, Coor: 235,54,258,91
Frame: 95, ID: 2 Class: motion, Coor: 307,191,345,273
Frame: 95, ID: 6 Class: motion, Coor: 473,150,539,230
Frame: 95, ID: 9 Class: motion, Coor: 571,162,606,253
Frame: 95, ID: 12 Class: motion, Coor: 233,55,256,93
Frame: 96, ID: 2 Class: motion, Coor: 311,191,349,274
Frame: 96, ID: 6 Class: motion, Coor: 476,151,541,229
Frame: 96, ID: 7 Class: motion, Coor: 380,191,409,218
Frame: 96, ID: 9 Class: motion, Coor: 573,161,608,252
Frame: 96, ID: 12 Class: motion, Coor: 232,56,254,93
Frame: 97, ID: 2 Class: motion, Coor: 318,192,358,277
Frame: 97, ID: 6 Class: motion, Coor: 479,149,544,228
Frame: 97, ID: 7 Class: motion, Coor: 382,192,409,218
Frame: 97, ID: 9 Class: motion, Coor: 578,158,612,247
Frame: 97, ID: 12 Class: motion, Coor: 229,57,250,93
Frame: 98, ID: 2 Class: motion, Coor: 323,195,364,280
Frame: 98, ID: 6 Class: motion, Coor: 483,148,548,226
Frame: 98, ID: 9 Class: motion, Coor: 579,157,613,244
Frame: 98, ID: 12 Class: motion, Coor: 228,58,248,91
Frame: 99, ID: 2 Class: motion, Coor: 327,195,368,282
Frame: 99, ID: 6 Class: motion, Coor: 483,147,548,225
Frame: 99, ID: 9 Class: motion, Coor: 583,157,616,243
Frame: 99, ID: 12 Class: motion, Coor: 226,59,246,93
Frame: 100, ID: 2 Class: motion, Coor: 334,196,376,282
Frame: 100, ID: 5 Class: motion, Coor: 432,240,446,260
Frame: 100, ID: 6 Class: motion, Coor: 504,146,582,234
Frame: 100, ID: 9 Class: motion, Coor: 585,155,617,240
Frame: 100, ID: 12 Class: motion, Coor: 222,59,242,93
Frame: 101, ID: 2 Class: motion, Coor: 340,197,382,282
Frame: 101, ID: 5 Class: motion, Coor: 433,241,448,261
Frame: 101, ID: 6 Class: motion, Coor: 512,146,596,235
Frame: 101, ID: 12 Class: motion, Coor: 219,60,239,95
Frame: 102, ID: 2 Class: motion, Coor: 343,198,386,282
Frame: 102, ID: 5 Class: motion, Coor: 433,241,450,261
Frame: 102, ID: 6 Class: motion, Coor: 515,144,604,235
Frame: 102, ID: 12 Class: motion, Coor: 216,61,236,95
Frame: 103, ID: 2 Class: motion, Coor: 349,205,389,282
Frame: 103, ID: 5 Class: motion, Coor: 433,241,451,261
Frame: 103, ID: 6 Class: motion, Coor: 516,143,609,234
Frame: 103, ID: 12 Class: motion, Coor: 214,61,234,95
Frame: 104, ID: 2 Class: motion, Coor: 364,214,400,283
Frame: 104, ID: 5 Class: motion, Coor: 432,241,451,261
Frame: 104, ID: 6 Class: motion, Coor: 518,141,615,234
Frame: 104, ID: 12 Class: motion, Coor: 209,61,230,96
Frame: 105, ID: 2 Class: motion, Coor: 386,233,419,283
Frame: 105, ID: 5 Class: motion, Coor: 433,243,452,262
Frame: 105, ID: 6 Class: motion, Coor: 507,141,594,225
Frame: 105, ID: 9 Class: motion, Coor: 592,148,625,231
Frame: 105, ID: 12 Class: motion, Coor: 207,62,227,97
Frame: 106, ID: 2 Class: motion, Coor: 395,224,436,284
Frame: 106, ID: 4 Class: motion, Coor: 513,140,564,220
Frame: 106, ID: 6 Class: motion, Coor: 510,140,598,224
Frame: 106, ID: 9 Class: motion, Coor: 600,146,633,228
Frame: 106, ID: 12 Class: motion, Coor: 203,64,222,98
Frame: 107, ID: 2 Class: motion, Coor: 401,223,445,284
Frame: 107, ID: 4 Class: motion, Coor: 516,139,571,218
Frame: 107, ID: 9 Class: motion, Coor: 602,145,635,226
Frame: 107, ID: 12 Class: motion, Coor: 200,67,218,99
Frame: 108, ID: 2 Class: motion, Coor: 405,224,449,285
Frame: 108, ID: 4 Class: motion, Coor: 533,138,606,224
Frame: 108, ID: 9 Class: motion, Coor: 604,144,637,224
Frame: 108, ID: 12 Class: motion, Coor: 198,69,216,100
Frame: 109, ID: 2 Class: motion, Coor: 410,236,448,286
Frame: 109, ID: 4 Class: motion, Coor: 539,137,622,223
Frame: 109, ID: 12 Class: motion, Coor: 194,69,213,101
Frame: 110, ID: 2 Class: motion, Coor: 415,241,451,287
Frame: 110, ID: 4 Class: motion, Coor: 550,137,633,223
Frame: 110, ID: 6 Class: motion, Coor: 518,137,597,215
Frame: 110, ID: 9 Class: motion, Coor: 602,141,638,221
Frame: 110, ID: 12 Class: motion, Coor: 192,72,210,102
Frame: 111, ID: 2 Class: motion, Coor: 426,242,462,288
Frame: 111, ID: 6 Class: motion, Coor: 535,136,623,218
Frame: 111, ID: 9 Class: motion, Coor: 604,139,639,219
Frame: 111, ID: 12 Class: motion, Coor: 191,73,208,101
Frame: 112, ID: 2 Class: motion, Coor: 428,226,476,289
Frame: 112, ID: 6 Class: motion, Coor: 540,135,634,219
Frame: 112, ID: 12 Class: motion, Coor: 190,73,207,102
Frame: 113, ID: 2 Class: motion, Coor: 429,214,486,290
Frame: 113, ID: 6 Class: motion, Coor: 542,134,641,219
Frame: 113, ID: 12 Class: motion, Coor: 187,73,205,101
Frame: 114, ID: 2 Class: motion, Coor: 431,208,492,291
Frame: 114, ID: 6 Class: motion, Coor: 529,133,617,212
Frame: 114, ID: 9 Class: motion, Coor: 623,134,658,214
Frame: 114, ID: 12 Class: motion, Coor: 182,68,202,100
Frame: 115, ID: 2 Class: motion, Coor: 433,206,496,291
Frame: 115, ID: 6 Class: motion, Coor: 526,133,608,210
Frame: 115, ID: 9 Class: motion, Coor: 624,133,659,213
Frame: 115, ID: 12 Class: motion, Coor: 178,66,200,102
Frame: 116, ID: 2 Class: motion, Coor: 438,205,503,293
Frame: 116, ID: 6 Class: motion, Coor: 526,133,604,209
Frame: 116, ID: 9 Class: motion, Coor: 627,133,662,212
Frame: 116, ID: 12 Class: motion, Coor: 175,67,197,104
Frame: 117, ID: 2 Class: motion, Coor: 440,207,507,295
Frame: 117, ID: 6 Class: motion, Coor: 532,131,608,207
Frame: 117, ID: 9 Class: motion, Coor: 627,133,662,212
Frame: 117, ID: 12 Class: motion, Coor: 173,68,194,103
Frame: 118, ID: 2 Class: motion, Coor: 457,207,523,297
Frame: 118, ID: 6 Class: motion, Coor: 554,128,638,209
Frame: 118, ID: 9 Class: motion, Coor: 629,132,665,210
Frame: 118, ID: 12 Class: motion, Coor: 170,68,192,105
Frame: 118, ID: 14 Class: motion, Coor: 721,220,759,316
Frame: 119, ID: 2 Class: motion, Coor: 470,208,534,298
Frame: 119, ID: 6 Class: motion, Coor: 563,128,650,208
Frame: 119, ID: 12 Class: motion, Coor: 168,69,189,104
Frame: 119, ID: 14 Class: motion, Coor: 710,219,750,316
Frame: 120, ID: 2 Class: motion, Coor: 480,209,543,300
Frame: 120, ID: 6 Class: motion, Coor: 566,128,656,206
Frame: 120, ID: 12 Class: motion, Coor: 166,68,188,104
Frame: 120, ID: 14 Class: motion, Coor: 702,218,742,315
Frame: 121, ID: 2 Class: motion, Coor: 490,210,551,301
Frame: 121, ID: 6 Class: motion, Coor: 570,126,665,207
Frame: 121, ID: 12 Class: motion, Coor: 161,68,184,107
Frame: 121, ID: 14 Class: motion, Coor: 687,224,723,311
Frame: 122, ID: 2 Class: motion, Coor: 502,210,561,301
Frame: 122, ID: 6 Class: motion, Coor: 575,125,670,206
Frame: 122, ID: 12 Class: motion, Coor: 158,68,181,108
Frame: 122, ID: 14 Class: motion, Coor: 678,224,714,310
Frame: 123, ID: 2 Class: motion, Coor: 516,211,575,304
Frame: 123, ID: 12 Class: motion, Coor: 154,70,176,108
Frame: 124, ID: 2 Class: motion, Coor: 522,211,582,305
Frame: 124, ID: 12 Class: motion, Coor: 151,70,174,109
Frame: 124, ID: 15 Class: motion, Coor: 553,126,709,303
Frame: 125, ID: 2 Class: motion, Coor: 530,210,591,306
Frame: 125, ID: 12 Class: motion, Coor: 150,70,170,106
Frame: 125, ID: 15 Class: motion, Coor: 537,123,695,304
Frame: 126, ID: 2 Class: motion, Coor: 537,211,595,306
Frame: 126, ID: 12 Class: motion, Coor: 149,70,168,104
Frame: 126, ID: 15 Class: motion, Coor: 549,122,704,301
Frame: 127, ID: 2 Class: motion, Coor: 545,211,603,307
Frame: 127, ID: 12 Class: motion, Coor: 145,71,166,106
Frame: 127, ID: 15 Class: motion, Coor: 543,121,703,307
Frame: 128, ID: 12 Class: motion, Coor: 140,71,162,111
Frame: 128, ID: 15 Class: motion, Coor: 545,120,706,309
Frame: 129, ID: 12 Class: motion, Coor: 136,72,159,112
Frame: 129, ID: 15 Class: motion, Coor: 552,121,712,310
Frame: 130, ID: 12 Class: motion, Coor: 135,74,156,113
Frame: 130, ID: 15 Class: motion, Coor: 560,120,718,310
Frame: 131, ID: 9 Class: motion, Coor: 677,117,708,190
Frame: 131, ID: 12 Class: motion, Coor: 130,74,152,114
Frame: 131, ID: 15 Class: motion, Coor: 547,121,698,312
Frame: 132, ID: 9 Class: motion, Coor: 679,116,709,189
Frame: 132, ID: 12 Class: motion, Coor: 125,74,148,116
Frame: 132, ID: 15 Class: motion, Coor: 545,121,690,313
Frame: 133, ID: 9 Class: motion, Coor: 682,115,712,188
Frame: 133, ID: 12 Class: motion, Coor: 125,75,146,113
Frame: 133, ID: 15 Class: motion, Coor: 560,118,707,314
Frame: 133, ID: 16 Class: motion, Coor: 733,276,770,354
Frame: 134, ID: 9 Class: motion, Coor: 681,115,713,188
Frame: 134, ID: 12 Class: motion, Coor: 124,76,145,115
Frame: 134, ID: 15 Class: motion, Coor: 548,117,690,314
Frame: 134, ID: 16 Class: motion, Coor: 723,257,769,354
Frame: 135, ID: 9 Class: motion, Coor: 683,115,715,188
Frame: 135, ID: 12 Class: motion, Coor: 120,77,141,117
Frame: 135, ID: 15 Class: motion, Coor: 545,117,686,315
Frame: 135, ID: 16 Class: motion, Coor: 715,249,766,354
Frame: 136, ID: 9 Class: motion, Coor: 685,114,717,187
Frame: 136, ID: 12 Class: motion, Coor: 116,78,138,118
Frame: 136, ID: 15 Class: motion, Coor: 548,118,687,317
Frame: 136, ID: 16 Class: motion, Coor: 712,246,764,353
Frame: 137, ID: 2 Class: motion, Coor: 627,225,684,318
Frame: 137, ID: 9 Class: motion, Coor: 689,114,721,186
Frame: 137, ID: 12 Class: motion, Coor: 115,78,137,119
Frame: 137, ID: 14 Class: motion, Coor: 557,194,595,282
Frame: 137, ID: 15 Class: motion, Coor: 546,117,686,318
Frame: 137, ID: 16 Class: motion, Coor: 707,244,760,351
Frame: 138, ID: 2 Class: motion, Coor: 635,226,692,319
